ID,year,code,weight,code_label,id,binary1,binary2,three_code1,three_code2,four_code,five_code,binary3,three_code3,four_code2
1166,1995,1,10,"relinequality, explicit",1167,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1167,1986,1,6.67,"relinequality, explicit",1168,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1168,1990,1,10,"relinequality, explicit",1169,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1169,1992,1,6.67,"relinequality, explicit",1170,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1170,2000,2,6.67,"relinequality, implicit",1171,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1171,1982,4,6.67,"releconomy (employment, economy)",1172,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
1172,1999,5,6.67,irrelevant,1173,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1173,2010,2,6.67,"relinequality, implicit",1174,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1174,1999,5,6.67,irrelevant,1175,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1175,1994,5,6.67,irrelevant,1176,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1176,1981,3,10,relchanges (income/wages/earnings/etc.),1177,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
1177,1984,5,6.67,irrelevant,1178,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1178,2003,1,6.67,"relinequality, explicit",1179,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1179,1985,3,10,relchanges (income/wages/earnings/etc.),1180,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
1180,1986,5,6.67,irrelevant,1181,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1181,2011,5,6.67,irrelevant,1182,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1182,1980,2,6.67,"relinequality, implicit",1183,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1183,1984,4,6.67,"releconomy (employment, economy)",1184,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
1184,1987,5,6.67,irrelevant,1185,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1185,1998,5,6.67,irrelevant,1186,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1186,2003,5,10,irrelevant,1187,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1187,2006,3,6.67,relchanges (income/wages/earnings/etc.),1188,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
1188,1980,2,6.67,"relinequality, implicit",1189,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1189,1981,1,10,"relinequality, explicit",1190,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1190,2009,2,6.67,"relinequality, implicit",1191,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1191,1981,1,10,"relinequality, explicit",1192,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1192,1981,5,6.67,irrelevant,1193,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1193,1995,1,6.67,"relinequality, explicit",1194,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1194,1983,5,6.67,irrelevant,1195,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1195,2012,1,1,"relinequality, explicit",1196,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1196,2010,3,6.67,relchanges (income/wages/earnings/etc.),1197,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
1197,1984,5,6.67,irrelevant,1198,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1198,2010,3,6.67,relchanges (income/wages/earnings/etc.),1199,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
1199,1983,3,10,relchanges (income/wages/earnings/etc.),1200,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
1200,1980,2,6.67,"relinequality, implicit",1201,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1201,1986,4,10,"releconomy (employment, economy)",1202,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,releconomy,releconomy/irrelevant,releconomy/irrelevant,releconomy
1202,1990,1,10,"relinequality, explicit",1203,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1203,1999,5,10,irrelevant,1204,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1204,2011,2,6.67,"relinequality, implicit",1205,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1205,1981,2,10,"relinequality, implicit",1206,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1206,1988,3,10,relchanges (income/wages/earnings/etc.),1207,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
1207,1998,5,6.67,irrelevant,1208,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1208,1981,2,10,"relinequality, implicit",1209,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1209,2010,2,6.67,"relinequality, implicit",1210,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1210,1983,3,6.67,relchanges (income/wages/earnings/etc.),1211,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
1211,1981,1,6.67,"relinequality, explicit",1212,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1212,1995,1,1,"relinequality, explicit",1213,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1213,1999,5,6.67,irrelevant,1214,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1214,2009,1,1,"relinequality, explicit",1215,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1215,2007,5,10,irrelevant,1216,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1216,1995,5,6.67,irrelevant,1217,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1217,2004,1,1,"relinequality, explicit",1218,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1218,1984,5,6.67,irrelevant,1219,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1219,1999,1,6.67,"relinequality, explicit",1220,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1220,1993,1,6.67,"relinequality, explicit",1221,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1221,1996,5,6.67,irrelevant,1222,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1222,1990,2,6.67,"relinequality, implicit",1223,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1223,1990,1,6.67,"relinequality, explicit",1224,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1224,1989,5,6.67,irrelevant,1225,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1225,1992,3,10,relchanges (income/wages/earnings/etc.),1226,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
1226,2001,1,6.67,"relinequality, explicit",1227,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1227,1996,1,1,"relinequality, explicit",1228,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1228,2005,5,6.67,irrelevant,1229,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1229,2008,3,6.67,relchanges (income/wages/earnings/etc.),1230,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
1230,1982,1,6.67,"relinequality, explicit",1231,explicit/implicit/relchanges/releconomy,explicit/implicit,explicit,explicit/implicit,explicit,explicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1231,2004,3,6.67,relchanges (income/wages/earnings/etc.),1232,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
1232,1980,2,6.67,"relinequality, implicit",1233,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1233,1997,5,6.67,irrelevant,1234,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1234,1991,3,10,relchanges (income/wages/earnings/etc.),1235,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
1235,1986,5,6.67,irrelevant,1236,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1236,1992,5,6.67,irrelevant,1237,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1237,1981,5,6.67,irrelevant,1238,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1238,1984,2,6.67,"relinequality, implicit",1239,explicit/implicit/relchanges/releconomy,explicit/implicit,implicit/relchanges/releconomy,explicit/implicit,implicit,implicit,explicit/implicit/relchanges,explicit/implicit,explicit/implicit
1239,2012,5,6.67,irrelevant,1240,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1240,1980,5,6.67,irrelevant,1241,irrelevant,relchanges/releconomy/irrelevant,irrelevant,irrelevant,irrelevant,irrelevant,releconomy/irrelevant,releconomy/irrelevant,irrelevant
1241,1982,3,10,relchanges (income/wages/earnings/etc.),1242,explicit/implicit/relchanges/releconomy,relchanges/releconomy/irrelevant,implicit/relchanges/releconomy,relchanges/releconomy,relchanges/releconomy,relchanges,explicit/implicit/relchanges,relchanges,relchanges
